train_mIoU,step,train_OA,epoch,train_F1,val_F1,val_OA,val_mIoU
0.21323818922907134,18496,0.47261478019648767,52,0.4846617444563738,,,
0.20025487236308448,18845,0.45813681266369305,53,0.45785223687659793,,,
0.21349496918594912,19194,0.4726124848199095,54,0.4851107255420226,,,
0.19871834583364864,19543,0.4694904010412002,55,0.4481790930396544,,,
0.20284605356557495,19892,0.46041061270202804,56,0.4637849594320079,,,
0.205631635600711,20241,0.48418164184920076,57,0.45952577349700163,,,
0.21341906060263363,20590,0.48093084209627945,58,0.480955537307597,,,
0.21086568574564443,20939,0.4681330464972465,59,0.4802360081765255,,,
0.21101505331478732,21288,0.47452278465117964,60,0.4781481188905926,,,
0.21580165586331546,21637,0.47744864652354935,61,0.4884650568663177,,,
0.2150798153690198,21986,0.4830870095501656,62,0.4842322756719626,,,
0.22532772062336517,22335,0.4963263044384625,63,0.5032902184572111,,,
0.21844417231270122,22684,0.4862503008036353,64,0.4911544484846149,,,
0.2215394610719277,23033,0.48528578356548835,65,0.4987966779590776,,,
0.2359753941487729,23382,0.5092006563115598,66,0.522659582266809,,,
0.22049532885918732,23731,0.4867433914140848,67,0.49597051004427084,,,
0.23107157232214226,24080,0.5019020364755886,68,0.5147377742222237,,,
0.2249059834101388,24429,0.49186334910570373,69,0.5041111572040324,,,
0.2262076609813699,24778,0.4933568959932955,70,0.5065721289311407,,,
0.2267140318529338,25127,0.49672952559069433,71,0.5066830127608184,,,
0.23124587041141823,25476,0.5017148867719152,72,0.5149477628844314,,,
0.23074399605478912,25825,0.5036581744437231,73,0.5127620005633466,,,
0.23403201779232433,26174,0.5061847063736792,74,0.5196503295554249,,,
0.2348997535639861,26523,0.5082889764561693,75,0.5207976246136884,,,
0.2314941839849,26872,0.5025122350129835,76,0.5151527644041809,,,
0.23057610038063192,27221,0.5009432248877932,77,0.5137053341956337,,,
0.22482870357888532,27570,0.49135655181797316,78,0.5042323226496864,,,
,27919,,79,,0.5110049870207204,0.5305890376024899,0.23595534682985245
0.23926138729840138,27919,0.5149626636231867,79,0.5280945592174717,,,
0.23526106112564105,28268,0.5080365068932999,80,0.5215574444030646,,,
0.19856452142525183,28617,0.47145893785536797,81,0.4469508457381176,,,
0.1946248594220695,28966,0.47270025564811285,82,0.4356392369803632,,,
0.18779525694675567,29315,0.47845655730938835,83,0.41327567296274037,,,
0.20703575392021378,29664,0.4738243999317245,84,0.4682909151476259,,,
0.22476383680213327,30013,0.49095846793713055,85,0.5040100220448206,,,
0.2194916736112477,30362,0.48259376591461084,86,0.49515343012926527,,,
0.21375944910622402,30711,0.4781652849519833,87,0.48307378099379594,,,
0.20865659212053633,31060,0.46435802645532986,88,0.4767114006598193,,,
0.20869480961542983,31409,0.4819359109873074,89,0.4685691863317204,,,
0.2020150948930157,31758,0.47944352551654273,90,0.4522126285221384,,,
0.20849374357720638,32107,0.4810094970003581,91,0.46861676383155076,,,
0.2078684871706564,32456,0.4636224347745791,92,0.47493374872634186,,,
0.21127578613315898,32805,0.47694672417845624,93,0.47783467252733663,,,
0.20812253697311153,33154,0.46705054690298164,94,0.47394622455805063,,,
0.21110167965362278,33503,0.490202895549785,95,0.4710127830638757,,,
0.2193980819023845,33852,0.4897178934091824,96,0.49173284415560525,,,
0.21113119063028382,34201,0.4703792801559141,97,0.4802876285977845,,,
0.22307803880322366,34550,0.49448860408925044,98,0.4987182888004405,,,
0.21285791829080405,34899,0.47450949332775555,99,0.4826566067629332,,,
0.2159172477864674,35248,0.4850227115489008,100,0.4853069320614445,,,
0.21454344300431996,35597,0.48497236628928625,101,0.48221086424379755,,,
0.2112411884755122,35946,0.4687724509690074,102,0.48121884127081743,,,
0.21549101577880436,36295,0.4809520032822573,103,0.4861390477833688,,,
0.21151244447474218,36644,0.47538359458945195,104,0.4786150550094085,,,
0.21625846273602148,36993,0.4898835540159383,105,0.48414789381756107,,,
0.2128726952742516,37342,0.4812208246706549,106,0.47908446450985503,,,
0.20458910632071062,37691,0.47944724184052645,107,0.4588169608993713,,,
0.20833236000596944,38040,0.46572773231134706,108,0.4752710722813353,,,
0.20411398736199082,38389,0.46418478017550135,109,0.46515740642149367,,,
0.19397527558198266,38738,0.4849993424292621,110,0.42751075419100426,,,
0.20665681517090537,39087,0.473301207097007,111,0.46737640668867697,,,
0.18984381853093235,39436,0.46562118311666134,112,0.42570505014249094,,,
0.18568448608460222,39785,0.4812772909344779,113,0.4055105721986705,,,
0.2059284797834162,40134,0.4843319562239769,114,0.4601482701927059,,,
0.21062516553174615,40483,0.4711788800521019,115,0.4784523472551992,,,
0.19709730521467317,40832,0.4761471024215391,116,0.440716180315614,,,
0.20761686296028503,41181,0.474396517078651,117,0.46948820922093637,,,
0.213620596276479,41530,0.47385909290914885,118,0.48489053983401015,,,
,41879,,119,,0.24712793923519935,0.32802408048421977,0.10937460050129046
0.22135677741672175,41879,0.4867405276585444,119,0.49782495074861144,,,
0.2171001277734723,42228,0.49405608955973535,120,0.48443678157593684,,,
0.22592731407230382,42577,0.4934263475303321,121,0.505973506712298,,,
0.23300012454307262,42926,0.5045441679421673,122,0.517915887142078,,,
0.2260735287630918,43275,0.49493152432591997,123,0.5059578401175508,,,
0.22123101674383827,43624,0.48618104601316253,124,0.49796067840715974,,,
0.22605027268756517,43973,0.5004825974603778,125,0.5032637000276926,,,
0.23715788354967962,44322,0.5109072578670643,126,0.524701526288794,,,
0.2375708392714163,44671,0.5120004254972353,127,0.5254565545616293,,,
0.22757482705096344,45020,0.49674714533852293,128,0.5086288602238631,,,
0.2354953594367184,45369,0.5085281546956146,129,0.5220342939571248,,,
0.23871405320103475,45718,0.5135319007501902,130,0.5270763456285935,,,
0.23443995712472043,46067,0.506624740994079,131,0.5202193628878178,,,
0.24989600899757503,46416,0.5313426894922993,132,0.5452846684669581,,,
0.2452907563250393,46765,0.5239152225177404,133,0.5379009858845868,,,
0.24029624775228306,47114,0.5159456750383349,134,0.5298921134076349,,,
0.21513748081157666,47463,0.48012619237161974,135,0.4859398129511967,,,
0.19374219034118134,47812,0.47699156053428315,136,0.4307823318548544,,,
0.22015921062991314,48161,0.48659799570340473,137,0.4951605110817093,,,
0.1884118554326297,48510,0.46311161511265436,138,0.4234160953414062,,,
0.2106147213197144,48859,0.47502015996457503,139,0.47700304888268563,,,
0.2082513519807843,49208,0.4635897529842518,140,0.476039280752909,,,
0.21099062393933674,49557,0.4687711174645191,141,0.48077325711116864,,,
0.20605027830457626,49906,0.48290261429838593,142,0.46128889125088834,,,
0.20448380193240037,50255,0.4612585029492746,143,0.4674135221749828,,,
0.20306462223411748,50604,0.47823110760795345,144,0.4555231865185992,,,
0.20824527499270498,50953,0.4637483307147094,145,0.4760227120552313,,,
0.21462306882442161,51302,0.47442148203152973,146,0.48705192684302057,,,
0.1811777706002444,51651,0.47777898400424196,147,0.3939530795289843,,,
0.20911164782902728,52000,0.4777035863488314,148,0.4713979016374945,,,
0.17473011839807528,52349,0.48434017585819966,149,0.37024370954380414,,,
0.20072844153212308,52698,0.47682244593229534,150,0.45025038308637544,,,
0.21427235906225342,53047,0.47556836147362996,151,0.4853809492225917,,,
0.23545963184258614,53396,0.5083946730824117,152,0.5220052185198384,,,
0.2035932314109354,53745,0.4609993440032346,153,0.46519725716881044,,,
0.20268491567712713,54094,0.4803191570292912,154,0.4537053764729658,,,
0.21470673033896703,54443,0.47896687417453876,155,0.48514798292413497,,,
0.21303571850555816,54792,0.4885737028367881,156,0.4765910913011444,,,
0.21850317622521254,55141,0.48202857861887755,157,0.4929582529761889,,,
0.21355302952398528,55490,0.48292012474256796,158,0.4805740103621368,,,
,55839,,159,,0.5324881315538115,0.5163914142268711,0.24203278173347598
0.22229630921196533,55839,0.4873106992005618,159,0.500031993336123,,,
0.22493138805929358,56188,0.49583382592843384,160,0.5028051192792846,,,
0.21857521044351236,56537,0.4815226994817782,161,0.4935078861169909,,,
0.22075639392760457,56886,0.48983417062841367,162,0.49506337357286256,,,
0.22120545835896266,57235,0.4865272762440678,163,0.49751318817627466,,,
0.22200552912742336,57584,0.4905871197282413,164,0.49797175214751277,,,
0.24374408725306318,57933,0.521627562777019,165,0.5352867067088372,,,
0.2245375993395177,58282,0.49173544197847635,166,0.5032437277804075,,,
0.21695561668781624,58631,0.48193153884144424,167,0.48943721999879153,,,
0.21924399371844794,58980,0.48924069554894556,168,0.49206084159091723,,,
0.21998809266573263,59329,0.4837911217807015,169,0.4961355736355265,,,
0.21005672768410763,59678,0.48731437180308684,170,0.46962381572538386,,,
0.22765185360733056,60027,0.4972469690536017,171,0.5085869611668321,,,
0.20641963801789456,60376,0.4797045426245746,172,0.4638602920413598,,,
0.229544417109018,60725,0.5039538408077207,173,0.5101039015746248,,,
0.21647984317637134,61074,0.48654966163088725,174,0.48626222369421934,,,
0.2282780674060992,61423,0.49873441679771435,175,0.5091687446752984,,,
0.23422915613036488,61772,0.5093304653222376,176,0.5188809061565357,,,
0.23100953901954527,62121,0.5013762422140826,177,0.514579675343519,,,
0.20977212477791304,62470,0.4663196771397631,178,0.4784525961096617,,,
0.19812982163656281,62819,0.4784336691257946,179,0.44212316496018933,,,
0.1920609601357681,63168,0.4816350199090033,180,0.42357245066962246,,,
0.21179955665956096,63517,0.477042758362341,181,0.47877500175905785,,,
0.22290758415966017,63866,0.4876908135619067,182,0.5011201321454472,,,
0.21358376209137364,64215,0.4786050791043606,183,0.4823278275671034,,,
0.22742829426633046,64564,0.4958397283253491,184,0.5085348446990404,,,
0.2389988533472366,64913,0.514635364783869,185,0.5277786246899412,,,
0.23569997348547891,65262,0.508888987893703,186,0.5224028758875245,,,
0.24351124439397775,65611,0.5215322062757431,187,0.534743503941863,,,
0.24750672451588818,65960,0.5272220075984396,188,0.5414870189006629,,,
0.24819095516639864,66309,0.5279918769027578,189,0.542576199242983,,,
0.24209787206135588,66658,0.519080481761506,190,0.5327398152253335,,,
0.2456721482006914,67007,0.524026471769229,191,0.538493675662045,,,
0.2432354747590558,67356,0.5210984894061156,192,0.5345982416775183,,,
0.2323915853665548,67705,0.5043120944397497,193,0.5166377899619691,,,
0.23761872319046798,68054,0.5129718507258461,194,0.5250461429046451,,,
0.23847348682126304,68403,0.5134018949929485,195,0.5268123741519046,,,
0.23701638566714986,68752,0.5105937094264863,196,0.524541303718398,,,
0.2340849605479204,69101,0.5079156607816416,197,0.5189053479941822,,,
0.22703335792097054,69450,0.4948966346019318,198,0.5080744878015209,,,
,69799,,199,,0.4882797460395789,0.48656486284614714,0.21735630939314843
0.24131325663563222,69799,0.5180795445483187,199,0.5314737922291033,,,
0.23919062155976978,70148,0.5151974915774982,200,0.5279956155906012,,,
0.24035710959994958,70497,0.5159935937569954,201,0.5299898151769251,,,
0.24081078507786255,70846,0.5164858317990015,202,0.530712141079847,,,
0.24783422004321434,71195,0.5286301227558649,203,0.5416486784717083,,,
0.24722300771263947,71544,0.5269072786784786,204,0.5409567486404716,,,
0.21752566284487948,71893,0.4796272430857136,205,0.4917014165242205,,,
0.22139584696820283,72242,0.485615705692324,206,0.49858026401283684,,,
0.20187657105886378,72591,0.47066563384922316,207,0.45603320359183946,,,
0.21667083825063585,72940,0.4858425544804351,208,0.4869620477882636,,,
0.238739755213918,73289,0.5150523800562992,209,0.527013072686255,,,
0.22471339021533573,73638,0.4913420144329781,210,0.5041383115439315,,,
0.2279534784843519,73987,0.4980092308241179,211,0.5089134973155124,,,
0.23830637306143754,74336,0.5133353727936403,212,0.526472073363965,,,
0.24058131510936384,74685,0.5170193647586855,213,0.5301657944190209,,,
0.25482346747789847,75034,0.538759816341892,214,0.5530258743505218,,,
0.25578505000963053,75383,0.5405909366115799,215,0.5545625147027657,,,
0.25038851649590005,75732,0.5316385526028607,216,0.5460706922425935,,,
0.24325872643937907,76081,0.5212921754678544,217,0.5346205948645741,,,
0.24751158733137082,76430,0.5269979788444102,218,0.5414941944683573,,,
0.24754086278930476,76779,0.5275034426276526,219,0.5415335621343026,,,
0.2457400021863553,77128,0.524627904154168,220,0.5386563366487733,,,
0.24681661774169572,77477,0.526408919632264,221,0.5403465502340087,,,
0.2403133334285333,77826,0.5160992248010497,222,0.5298709383180311,,,
0.24346398258263083,78175,0.5207928108280914,223,0.5350087434395936,,,
0.24414667372922053,78524,0.5213574516055918,224,0.5361054298569427,,,
0.2588267057296628,78873,0.544677187856767,225,0.559320330468399,,,
0.24806164187666369,79222,0.5290679931640624,226,0.54235627210669,,,
0.20903332952046236,79571,0.4674661412280063,227,0.47615888724810707,,,
0.2250625687146841,79920,0.4962593668852972,228,0.502967343579243,,,
0.23208934854981864,80269,0.5048473981185082,229,0.5159223169218391,,,
0.2385756379181585,80618,0.5128442059273706,230,0.527058434720183,,,
0.24701642303552682,80967,0.526798390385756,231,0.5405557309430713,,,
0.23383794476749578,81316,0.507551614056344,232,0.5187308101975568,,,
0.23452349156801344,81665,0.5058020780284629,233,0.5204567018804238,,,
0.2312631279929569,82014,0.5025757404316461,234,0.5146981712836906,,,
0.2387441068211443,82363,0.5142987532738628,235,0.527293139387046,,,
0.2401729552482499,82712,0.5154956282039084,236,0.5296794612322852,,,
0.23007226110101828,83061,0.5000303426922904,237,0.5128811500994288,,,
0.22952672031952817,83410,0.4991614880056298,238,0.5122122175345425,,,
,83759,,239,,0.754047099026091,0.6051971133392626,0.20173237111308787
0.22770768503821817,83759,0.4960866015415136,239,0.5090362530156932,,,
0.23168379847287368,84108,0.5022952454137938,240,0.5157858627201399,,,
